"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","Classification"
"2173","SEMA4F_NRP2","SEMA4F","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F","NRP2","neuropilin 2","other"
"2174","SEMA4G_PLXNB2","SEMA4G","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","PLXNB2","plexin B2","other"
"2175","SEMA5A_MET","SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","MET","met proto-oncogene","other"
"2176","SEMA5A_PLXNB3","SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","PLXNB3","plexin B3","other"
"2177","SEMA6A_PLXNA2","SEMA6A","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","PLXNA2","plexin A2","other"
"2178","SEMA6A_PLXNA4","SEMA6A","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","PLXNA4","plexin A4","other"
"2179","SEMA6D_KDR","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","other"
"2180","SEMA6D_PLXNA1","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","PLXNA1","plexin A1","other"
"2181","SEMA6D_TREM2","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","TREM2","triggering receptor expressed on myeloid cells 2","other"
"2182","SEMA6D_TYROBP","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","TYROBP","TYRO protein tyrosine kinase binding protein","other"
"2183","SEMA7A_ITGA1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","ITGA1","integrin, alpha 1","other"
"2184","SEMA7A_ITGB1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"2185","SEMA7A_PLXNC1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","PLXNC1","plexin C1","other"
"2186","SERPINA1_LRP1","SERPINA1","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1","LRP1","low density lipoprotein receptor-related protein 1","other"
"2187","SERPINA7_SLC16A2","SERPINA7","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","SLC16A2","solute carrier family 16, member 2 (thyroid hormone transporter)","other"
"2188","SERPINC1_GPC1","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","GPC1","glypican 1","other"
"2189","SERPINC1_LRP1","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","LRP1","low density lipoprotein receptor-related protein 1","other"
"2190","SERPINC1_SDC2","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","SDC2","syndecan 2","other"
"2191","SERPINE1_ITGAV","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","ITGAV","integrin, alpha V","other"
"2192","SERPINE1_ITGB5","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","ITGB5","integrin, beta 5","other"
"2193","SERPINE1_LRP1","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","LRP1","low density lipoprotein receptor-related protein 1","other"
"2194","SERPINE1_LRP2","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","LRP2","low density lipoprotein receptor-related protein 2","other"
"2195","SERPINE1_PLAUR","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","PLAUR","plasminogen activator, urokinase receptor","other"
"2196","SERPINE2_LRP1","SERPINE2","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2","LRP1","low density lipoprotein receptor-related protein 1","other"
"2197","SERPING1_LRP1","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","LRP1","low density lipoprotein receptor-related protein 1","other"
"2198","SERPING1_SELE","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","SELE","selectin E","other"
"2199","SERPING1_SELP","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","SELP","selectin P (granule membrane protein 140kDa, antigen CD62)","other"
"2200","SFRP1_FZD2","SFRP1","secreted frizzled-related protein 1","FZD2","frizzled class receptor 2","other"
"2201","SFRP1_FZD6","SFRP1","secreted frizzled-related protein 1","FZD6","frizzled class receptor 6","other"
"2202","SFTPA1_TLR2","SFTPA1","surfactant protein A1","TLR2","toll-like receptor 2","other"
"2203","SFTPA2_CD93","SFTPA2","surfactant protein A2","CD93","CD93 molecule","other"
"2204","SFTPD_LY96","SFTPD","surfactant protein D","LY96","lymphocyte antigen 96","other"
"2205","SFTPD_TLR4","SFTPD","surfactant protein D","TLR4","toll-like receptor 4","other"
"2206","SHANK1_ABCA1","SHANK1","SH3 and multiple ankyrin repeat domains 1","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","other"
"2207","SHANK1_BAI2","SHANK1","SH3 and multiple ankyrin repeat domains 1","BAI2","brain-specific angiogenesis inhibitor 2","other"
"2208","SHANK1_LPHN1","SHANK1","SH3 and multiple ankyrin repeat domains 1","LPHN1","latrophilin 1","other"
"2209","SHANK1_LPHN2","SHANK1","SH3 and multiple ankyrin repeat domains 1","LPHN2","latrophilin 2","other"
"2210","SHANK1_SSTR2","SHANK1","SH3 and multiple ankyrin repeat domains 1","SSTR2","somatostatin receptor 2","other"
"2211","SHBG_CD177","SHBG","sex hormone-binding globulin","CD177","CD177 molecule","other"
"2212","SHBG_CLDN4","SHBG","sex hormone-binding globulin","CLDN4","claudin 4","other"
"2213","SHBG_SLC37A1","SHBG","sex hormone-binding globulin","SLC37A1","solute carrier family 37 (glucose-6-phosphate transporter), member 1","other"
"2214","SHH_BOC","SHH","sonic hedgehog","BOC","BOC cell adhesion associated, oncogene regulated","other"
"2215","SHH_CDON","SHH","sonic hedgehog","CDON","cell adhesion associated, oncogene regulated","other"
"2216","SHH_GPC5","SHH","sonic hedgehog","GPC5","glypican 5","other"
"2217","SHH_HHIP","SHH","sonic hedgehog","HHIP","hedgehog interacting protein","other"
"2218","SHH_LRP2","SHH","sonic hedgehog","LRP2","low density lipoprotein receptor-related protein 2","other"
"2219","SHH_PTCH1","SHH","sonic hedgehog","PTCH1","patched 1","other"
"2220","SHH_PTCH2","SHH","sonic hedgehog","PTCH2","patched 2","other"
"2221","SHH_SMO","SHH","sonic hedgehog","SMO","smoothened, frizzled class receptor","other"
"2222","SLIT1_GPC1","SLIT1","slit homolog 1 (Drosophila)","GPC1","glypican 1","other"
"2223","SLIT1_ROBO1","SLIT1","slit homolog 1 (Drosophila)","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","other"
"2224","SLIT1_SDC1","SLIT1","slit homolog 1 (Drosophila)","SDC1","syndecan 1","other"
"2225","SLIT2_DCC","SLIT2","slit homolog 2 (Drosophila)","DCC","deleted in colorectal carcinoma","other"
"2226","SLIT2_GPC1","SLIT2","slit homolog 2 (Drosophila)","GPC1","glypican 1","other"
"2227","SLIT2_ROBO1","SLIT2","slit homolog 2 (Drosophila)","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","other"
"2228","SLIT2_ROBO2","SLIT2","slit homolog 2 (Drosophila)","ROBO2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","other"
"2229","SLIT2_ROBO4","SLIT2","slit homolog 2 (Drosophila)","ROBO4","roundabout, axon guidance receptor, homolog 4 (Drosophila)","other"
"2230","SLIT2_SDC1","SLIT2","slit homolog 2 (Drosophila)","SDC1","syndecan 1","other"
"2231","SLIT3_ROBO2","SLIT3","slit homolog 3 (Drosophila)","ROBO2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","other"
"2232","SLPI_CD4","SLPI","secretory leukocyte peptidase inhibitor","CD4","CD4 molecule","other"
"2233","SORBS1_INSR","SORBS1","sorbin and SH3 domain containing 1","INSR","insulin receptor","other"
"2234","SORBS1_ITGA1","SORBS1","sorbin and SH3 domain containing 1","ITGA1","integrin, alpha 1","other"
"2235","SORBS1_ITGB5","SORBS1","sorbin and SH3 domain containing 1","ITGB5","integrin, beta 5","other"
"2236","SOST_LRP5","SOST","sclerostin","LRP5","low density lipoprotein receptor-related protein 5","other"
"2237","SOST_LRP6","SOST","sclerostin","LRP6","low density lipoprotein receptor-related protein 6","other"
"2238","SPINK1_EGFR","SPINK1","serine peptidase inhibitor, Kazal type 1","EGFR","epidermal growth factor receptor","other"
"2239","SPINK1_NRSN1","SPINK1","serine peptidase inhibitor, Kazal type 1","NRSN1","neurensin 1","other"
"2240","SPINT1_ST14","SPINT1","serine peptidase inhibitor, Kunitz type 1","ST14","suppression of tumorigenicity 14 (colon carcinoma)","other"
"2241","SPON2_ITGAM","SPON2","spondin 2, extracellular matrix protein","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","other"
"2242","SPON2_ITGB2","SPON2","spondin 2, extracellular matrix protein","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","other"
"2243","SPP1_CD44","SPP1","secreted phosphoprotein 1","CD44","CD44 molecule (Indian blood group)","other"
"2244","SPP1_ITGA4","SPP1","secreted phosphoprotein 1","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","other"
"2245","SPP1_ITGA5","SPP1","secreted phosphoprotein 1","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","other"
"2246","SPP1_ITGA9","SPP1","secreted phosphoprotein 1","ITGA9","integrin, alpha 9","other"
"2247","SPP1_ITGAV","SPP1","secreted phosphoprotein 1","ITGAV","integrin, alpha V","other"
"2248","SPP1_ITGB1","SPP1","secreted phosphoprotein 1","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"2249","SPP1_S1PR1","SPP1","secreted phosphoprotein 1","S1PR1","sphingosine-1-phosphate receptor 1","other"
"2250","SST_SSTR1","SST","somatostatin","SSTR1","somatostatin receptor 1","other"
"2251","SST_SSTR2","SST","somatostatin","SSTR2","somatostatin receptor 2","other"
"2252","SST_SSTR3","SST","somatostatin","SSTR3","somatostatin receptor 3","other"
"2253","SST_SSTR4","SST","somatostatin","SSTR4","somatostatin receptor 4","other"
"2254","SST_SSTR5","SST","somatostatin","SSTR5","somatostatin receptor 5","other"
"2255","SYTL3_NRXN1","SYTL3","synaptotagmin-like 3","NRXN1","neurexin 1","other"
"2256","TAC1_TACR1","TAC1","tachykinin, precursor 1","TACR1","tachykinin receptor 1","other"
"2257","TAC1_TACR2","TAC1","tachykinin, precursor 1","TACR2","tachykinin receptor 2","other"
"2258","TAC1_TACR3","TAC1","tachykinin, precursor 1","TACR3","tachykinin receptor 3","other"
"2259","TAC3_TACR1","TAC3","tachykinin 3","TACR1","tachykinin receptor 1","other"
"2260","TAC3_TACR2","TAC3","tachykinin 3","TACR2","tachykinin receptor 2","other"
"2261","TAC3_TACR3","TAC3","tachykinin 3","TACR3","tachykinin receptor 3","other"
"2262","TAC4_TACR1","TAC4","tachykinin 4 (hemokinin)","TACR1","tachykinin receptor 1","other"
"2263","TAC4_TACR2","TAC4","tachykinin 4 (hemokinin)","TACR2","tachykinin receptor 2","other"
"2264","TAC4_TACR3","TAC4","tachykinin 4 (hemokinin)","TACR3","tachykinin receptor 3","other"
"2265","TCN2_CNR1","TCN2","transcobalamin II","CNR1","cannabinoid receptor 1 (brain)","other"
"2266","TCN2_LRP2","TCN2","transcobalamin II","LRP2","low density lipoprotein receptor-related protein 2","other"
"2267","TCTN1_TMEM67","TCTN1","tectonic family member 1","TMEM67","transmembrane protein 67","other"
"2268","TDGF1_ACVR1B","TDGF1","teratocarcinoma-derived growth factor 1","ACVR1B","activin A receptor, type IB","growth factor"
"2269","TDGF1_ACVR1C","TDGF1","teratocarcinoma-derived growth factor 1","ACVR1C","activin A receptor, type IC","growth factor"
"2270","TDGF1_ACVR2A","TDGF1","teratocarcinoma-derived growth factor 1","ACVR2A","activin A receptor, type IIA","growth factor"
"2271","TDGF1_ACVR2B","TDGF1","teratocarcinoma-derived growth factor 1","ACVR2B","activin A receptor, type IIB","growth factor"
"2272","TDGF1_GPC1","TDGF1","teratocarcinoma-derived growth factor 1","GPC1","glypican 1","growth factor"
"2273","TFPI_F3","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","F3","coagulation factor III (thromboplastin, tissue factor)","other"
"2274","TFPI_LRP1","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","LRP1","low density lipoprotein receptor-related protein 1","other"
"2275","TFPI_SDC4","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","SDC4","syndecan 4","other"
"2276","TFPI_VLDLR","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","VLDLR","very low density lipoprotein receptor","other"
"2277","TF_GPR162","TF","transferrin","GPR162","G protein-coupled receptor 162","other"
"2278","TF_TFR2","TF","transferrin","TFR2","transferrin receptor 2","other"
"2279","TF_TFRC","TF","transferrin","TFRC","transferrin receptor","other"
"2280","TGFA_EGFR","TGFA","transforming growth factor, alpha","EGFR","epidermal growth factor receptor","growth factor"
"2281","TGFA_ERBB2","TGFA","transforming growth factor, alpha","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","growth factor"
"2282","TGFA_ERBB3","TGFA","transforming growth factor, alpha","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","growth factor"
"2283","TGFA_ERBB4","TGFA","transforming growth factor, alpha","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","growth factor"
"2284","TGFB1_ACVRL1","TGFB1","transforming growth factor, beta 1","ACVRL1","activin A receptor type II-like 1","growth factor"
"2285","TGFB1_CAV1","TGFB1","transforming growth factor, beta 1","CAV1","caveolin 1, caveolae protein, 22kDa","growth factor"
"2286","TGFB1_CD109","TGFB1","transforming growth factor, beta 1","CD109","CD109 molecule","growth factor"
"2287","TGFB1_CXCR4","TGFB1","transforming growth factor, beta 1","CXCR4","chemokine (C-X-C motif) receptor 4","growth factor"
"2288","TGFB1_ENG","TGFB1","transforming growth factor, beta 1","ENG","endoglin","growth factor"
"2289","TGFB1_ITGAV","TGFB1","transforming growth factor, beta 1","ITGAV","integrin, alpha V","growth factor"
"2290","TGFB1_ITGB6","TGFB1","transforming growth factor, beta 1","ITGB6","integrin, beta 6","growth factor"
"2291","TGFB1_ITGB8","TGFB1","transforming growth factor, beta 1","ITGB8","integrin, beta 8","growth factor"
"2292","TGFB1_SDC2","TGFB1","transforming growth factor, beta 1","SDC2","syndecan 2","growth factor"
"2293","TGFB1_TGFBR1","TGFB1","transforming growth factor, beta 1","TGFBR1","transforming growth factor, beta receptor 1","growth factor"
"2294","TGFB1_TGFBR2","TGFB1","transforming growth factor, beta 1","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","growth factor"
"2295","TGFB1_TGFBR3","TGFB1","transforming growth factor, beta 1","TGFBR3","transforming growth factor, beta receptor III","growth factor"
"2296","TGFB2_ACVR1","TGFB2","transforming growth factor, beta 2","ACVR1","activin A receptor, type I","growth factor"
"2297","TGFB2_ENG","TGFB2","transforming growth factor, beta 2","ENG","endoglin","growth factor"
"2298","TGFB2_TGFBR1","TGFB2","transforming growth factor, beta 2","TGFBR1","transforming growth factor, beta receptor 1","growth factor"
"2299","TGFB2_TGFBR2","TGFB2","transforming growth factor, beta 2","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","growth factor"
"2300","TGFB2_TGFBR3","TGFB2","transforming growth factor, beta 2","TGFBR3","transforming growth factor, beta receptor III","growth factor"
"2301","TGFB3_ACVRL1","TGFB3","transforming growth factor, beta 3","ACVRL1","activin A receptor type II-like 1","growth factor"
"2302","TGFB3_ENG","TGFB3","transforming growth factor, beta 3","ENG","endoglin","growth factor"
"2303","TGFB3_TGFBR1","TGFB3","transforming growth factor, beta 3","TGFBR1","transforming growth factor, beta receptor 1","growth factor"
"2304","TGFB3_TGFBR2","TGFB3","transforming growth factor, beta 3","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","growth factor"
"2305","TGFB3_TGFBR3","TGFB3","transforming growth factor, beta 3","TGFBR3","transforming growth factor, beta receptor III","growth factor"
"2306","TGM2_GPR56","TGM2","transglutaminase 2","GPR56","G protein-coupled receptor 56","other"
"2307","TGM2_ITGA4","TGM2","transglutaminase 2","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","other"
"2308","TGM2_ITGA9","TGM2","transglutaminase 2","ITGA9","integrin, alpha 9","other"
"2309","TGM2_ITGB1","TGM2","transglutaminase 2","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"2310","TGM2_ITGB3","TGM2","transglutaminase 2","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","other"
"2311","TGM2_SDC4","TGM2","transglutaminase 2","SDC4","syndecan 4","other"
"2312","TGM2_TBXA2R","TGM2","transglutaminase 2","TBXA2R","thromboxane A2 receptor","other"
"2313","TG_ASGR1","TG","thyroglobulin","ASGR1","asialoglycoprotein receptor 1","other"
"2314","TG_LRP2","TG","thyroglobulin","LRP2","low density lipoprotein receptor-related protein 2","other"
"2315","THBS1_CD36","THBS1","thrombospondin 1","CD36","CD36 molecule (thrombospondin receptor)","other"
"2316","THBS1_CD47","THBS1","thrombospondin 1","CD47","CD47 molecule","other"
"2317","THBS1_ITGA2B","THBS1","thrombospondin 1","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","other"
"2318","THBS1_ITGA3","THBS1","thrombospondin 1","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"2319","THBS1_ITGA4","THBS1","thrombospondin 1","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","other"
"2320","THBS1_ITGA6","THBS1","thrombospondin 1","ITGA6","integrin, alpha 6","other"
"2321","THBS1_ITGB1","THBS1","thrombospondin 1","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
